Run,Shifter,Particle,Beam Energy (GeV),Collimator position (mm),Time Start,,type,TriggerStatus: General Trigger Count (at begin of run),Run Config,Link to start run in elog,Issues/Comments
,,,,,,,,,,,
PROCESSED,,,,,,,,,,,
temporally limited to 16 hdf5 files,,,,,,,,,,,
,1st beam period (19th - 25th June) [Beam scan schedule],,,,,,,,,,
,,,,,,,,,,,
28801,rdeaguia,Kaon,-5,40,21.8.24 08:40,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26723,New run without CRT and beam on -5GeV
28802,rdeaguia,Kaon,-5,40,21.8.24 09:24,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26726,"New run without CRT and beam on -5GeV, collimater position changed to +-40 mm"
28803,rdeaguia,COSMICS,-,-,21.8.24 10:14,,COSMIC,,np04_TPC_PDS_TPGLowThr_ctb_onlyOffSpillCosmics_1Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26728,"Switching to an off beam configuration, because we have no beam for approx 35 min, without CRT"
28804,mzabloud,Kaon,-5,40,21.8.24 11:31,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26730,New run with beam at -5 Gev and collimator set to +-40 mm
28806,mzabloud,Kaon,-5,40,21.8.24 12:00,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26732,New run with beam at -5 Gev and collimator set to +-40 mm after chcecking PDS modules.
28815,delgadog,Kaon,-5,40,21.8.24 16:51,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26737,"-5 GeV, kaon triggerred run with updated CRT timing from development area"
28817,delgadog,Kaon,-5,40,21.8.24 17:13,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26739,"-5 GeV, kaon and antiproton triggering, with CRT timing corrections, from development area"
28835,wdallawa,Kaon,-5,40,22.8.24 01:48,,,,np04_TPC_CRT_TPGLowThr_ctbBeamCherenkov_prescale_2_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26750,After taking IVs for the PDS we come back with the whole system. Trying to start a beam run because the beam is back the rate was too high so trying with this prescale
28836,wdallawa,Kaon,-5,40,22.8.24 02:14,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26752,Rebooting - PDS
28863,wketchum,Kaon,-5,40,22.8.24 16:54,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26779,"-5 GeV kaon+antiproton trigger run, after beam returned from outage this afternoon"
28867,cussans,Kaon,-5,40,22.8.24 20:53,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26786,Beam back. Restarting with Beam Cherenkov configuration
28870,wdallawa,Kaon,-5,40,23.8.24 7:59,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26789,Starting run for the day without the CRT
28880,pplesnia,Kaon,-5,40,23.8.24 11:24,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26794,Post timing unit replacement and laser run
28891,ggurung,Kaon,-5,40,23.8.24 17:12,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26803,restarting run to include CRT for the evening and night shift
28892,hwallace,COSMICS,-,-,25.8.24 08:38,,,,np04_TPC_PDS_CRT_TPGLowThr_ctb_onlyOffSpillCosmics_10Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26810,"Beam off due to PS run, starting cosmics run"
28893,hwallace,Kaon,-5,40,25.8.24 08:59,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26812,"Beam restarted, beginning new beam run"
28894,wdallawa,COSMICS,-,-,,,,,,https://pdsp-elog.app.cern.ch/elisa/display/26816,Cosmics
28895,wdallawa,COSMICS,-,-,26.8.24 05:31,,COSMIC,,np04_TPC_PDS_CRT_TPGLowThr_ctb_onlyOffSpillCosmics_1Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26817,Starting a low rate cosmics run after the high rate run has been going for 3 hours
28896,jgoudeau,Kaon,-5,40,26.8.24 06:27,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26817,Restarting a run with normal beam configuration now that beam is back
28897,wdallawa,Kaon,-5,40,26.8.24 07:59,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26822,Removing the CRT for running during the day. The 5 GeV running (last days at -5) with a Kaon and antiproton trigger was completed today at 12:15.
28920,hwallace,,1,40,26.8.24 16:00,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26845,Resuming beam run with PDS. +1 GeV +-40mm collimators
28924,kirby,,1,40,26.8.24 17:20,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26849,"adding in the CRT readout for evening beam operations. With our recent commmunication issues to the DAPHNEs, we've replaced the GigE control connections on the saleve side DAPHNEs, using the now spare fibers from the WIBs (which are on the local copper switch now). All DAPHNEs ping and configure properly ... will see if this helps overall."
28927,hwallace,,-1,40,27.8.24 09:44,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26855,
28935,hwallace,,-1,40,27.8.24 10:35,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26858,Restarting beam run after DAPHNE stream lost.
28950,aminotti,,-1,40,27.8.24 17:15,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26862,Adding CRT
28957,aminotti,COSMICS,-,-,27.8.24 23:16,,,,np04_TPC_PDS_CRT_TPGLowThr_ctb_onlyOffSpillCosmics_1Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26864,"Beam off (expected for 1 day), starting a new run with CRT offSpill at 1Hz"
28958,wketchum,COSMICS,-,-,28.8.24 09:24,,,,np04_TPC_PDS_TPGLowThr_ctb_onlyOffSpillCosmics_1Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26867,"using the new fddaq-v4.4.7 release, cosmics only (no beam) run. Beam expected earliest 18:00 today (repairs & consolidation work in the accelerator complex). We should be ready to run at 18:00 either with beam if available or cosmics "
28997,mirajaoa,,-1,,28.8.24 18:38,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26943,-1 GeV Beam run with PDS (without CRT). There has been some beam issues at the start of the run. Beam was back on at around ~8:20 PM (about 1h20min into the run).
29000,aminotti,,-1,,29.8.24 16:52,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26950,-1 GeV Beam run with PDS (with CRT)
29002,aminotti,,-1,,29.8.24 18:34,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26952,Re-starting run as one of the CRT channels was down and start again.
29003,anbalbon,,-1,,30.8.24 08:43,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26956,"starting run without CRT, -1 GeV beam"
29004,anbalbon,COSMICS,-,-,30.8.24 09:25,,,,np04_TPC_PDS_CRT_TPGLowThr_ctb_onlyOffSpillCosmics_10Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26959,starting run with cosmic including CRT and PDS
29005,anbalbon,COSMICS,-,-,30.8.24 10:11,,,,np04_TPC_PDS_TPGLowThr_ctb_onlyOffSpillCosmics_10Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26962,"starting run with cosmic, without CRT"
29006,anbalbon,,-1,,30.8.24 10:36,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26964,"starting run with beam at -1 GeV, with CRT"
29027,prroy,COSMICS,-,-,02.9.24 12:02,,,,np04_TPC_PDS_TPGLowThr_ctb_onlyOffSpillCosmics_1Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26976,Starting a cosmic only run because of missing beam. We are running without CRT as the crtmoduleapp failed to configure and subsequent boot also failed becase the port was not freed
29029,prroy,,-1,,02.9.24 12:10,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26978,Beam is back. Running without CRT
29032,prroy,COSMICS,-,-,02.9.24 12:29,,COSMIC,,np04_TPC_PDS_TPGLowThr_ctb_onlyOffSpillCosmics_10Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26980,Beam is down because of a electrical problem in Meyrin. Running cosmics offspil configuration without CRT
29036,elavaut,COSMICS,-,-,02.9.24 12:58,,,,np04_TPC_PDS_TPGLowThr_ctb_onlyOffSpillCosmics_10Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/26982,"no beam due to electrical issues in Meyrin, cosmics run without CRT"
29068,prroy,,1,40,03.9.24 13:31,,,,,https://pdsp-elog.app.cern.ch/elisa/display/27006,Running with beam without CRT
29071,dcasazza,,1,40,03.9.24 14:54,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27009,"beam run with Cherenkov trigger, no crt. Server015 went down at around 14:00, experts were notified and fixed it."
29072,dcasazza,,1,40,03.9.24 16:37,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27011,beam run with Cherenkov trigger and crt
29077,elavaut,COSMICS,-,-,04.9.24 09:11,,,,np04_TPC_PDS_TPGLowThr_ctb_onlyOffSpillCosmics_1Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27015,start cosmics run without crt
29081,jgoudeau,COSMICS,-,-,04.9.24 17:51,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27021,Beam still down but starting overnight beam run
29089,shuaixia,COSMICS,-,-,05.9.24 13:55,,,,np04_TPC_PDS_CRT_TPGLowThr_ctb_onlyOffSpillCosmics_10Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27024,"no beam for at least two hours, now running with high-rate offspill cosmics configuration"
29091,shuaixia,,1,40,05.9.24 16:32,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27026,beam is back starting run with beam config and no CRT
29092,shuaixia,,1,40,05.9.24 17:08,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27028,beam is back starting run with beam config and with CRT
29093,elavaut,COSMICS,-,-,06.9.24 10:23,,,,np04_TPC_PDS_CRT_TPGLowThr_ctb_onlyOffSpillCosmics_10Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27033,cosmics run will beam is off for cosmics chamber maintenance
29094,elavaut,COSMICS,-,-,06.9.24 10:31,,,,np04_TPC_PDS_CRT_TPGLowThr_ctb_onlyOffSpillCosmics_10Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27035,cosmics run will beam is off for cosmics chamber maintenance
29097,elavaut,,1,40,06.9.24 12:09,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27037,beam is back after muon chamber maintenance and PSB issues sorted
29107,wketchum,,1,40,06.9.24 18:27,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27040,Reconfigured run to include CRT for overnight period. Weekend stable beam run.
29108,wketchum,,-1,40,09.9.24 08:49,,,,np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27048,"run at -1 GeV beam, collimators at +/- 40mm, Cherenkov pressures at the usual 3/14 bar values"
29109,dcasazza,,-1,40,09.9.24 18:16,,,,np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27052,beam run at -1GeV with Cherenkov and CRT
29110,wketchum,COSMICS,-,-,10.9.24 09:09,,COSMIC,,np04_TPC_PDS_TPGLowThr_ctb_onlyOffSpillCosmics_10Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27055,"beam down for about an hour, so starting a cosmics only run. lost CRT at end of last run, so running without CRT"
29116,dcasazza,,-1,40,10.9.24 11:22,,,,global_configs/np04/np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27057,"beam run with -1GeV, Cherenkov and no CRT"
29125,maroda,,-1,40,10.9.24 18:56,,,,global_configs/np04/np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27060,
29133,sbutchar,,-1,40,11.9.24 08:54,,,,global_configs/np04/np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27062,Beam run with no CRT
29134,sbutchar,COSMICS,-,-,11.9.24 10:02,,COSMIC,,global_configs/np04/np04_TPC_PDS_TPGLowThr_ctb_onlyOffSpillCosmics_1Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27064,"Beam down for machine development, switching to low-rate cosmics run"
29143,herazafi,,-1,40,11.9.24 18:34,,,,global_configs/np04/np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27067,"beam run with -1GeV, Cherenkov and with CRT"
29146,wketchum,,-5,5,12.9.24 09:51,,,,global_configs/np04/np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ColdADC1800mV_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27073,"running ColdADC tests, 1800mV, -5 GeV beam, collimators will be set to be low to accommodate trigger rate, all cherenkov combinations collected in trigger (so, all beam triggered, but labeled with cherenkov states)                                                                

We moved beam to -5 GeV, collimators at +-5 mm. Configurations have been updated to include all cherenkov combinations (so triggering on all beam)
    * We started a run with np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ColdADC1800mV_ssh.json configuration around 10:00. We will plan to let this run until 12:00.
    * Assuming we've had reasonably stable beam, at 12:00 we will switch to np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json and run with that until 14:00.
    * Assuming we've had reasonable stable beam in that period, at 14:00 we will switch to np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ColdADC1780mV_ssh.json , and run with that until 17:00.
    * At around 17:00, we will bring the beam back to the -1 GeV configuration, recreate configurations to trigger on HxLx and HLx only, and setup a normal run for the evening."
29147,urahaman,,-5,5,12.9.24 12:28,,,,global_configs/np04/np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27077,
29148,urahaman,,-5,5,12.9.24 14:24,,,,global_configs/np04/np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ColdADC1780mV_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27079,
29149,urahaman,,-5,5,12.9.24 17:49,,,,global_configs/np04/np04_TPC_PDS_CRT_TPGLowThr_ctb_onlyOffSpillCosmics_1Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27081,
29150,urahaman,,-1,40,12.9.24 18:14,,,,global_configs/np04/np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27083,"We've finished our ColdADC runs today, and moved back to -1 GeV beam with collimators at +/-40mm. There's no beam in machine however, and not likely for another hour, so fingers crossed we are actually setup for beam."
29151,herazafi,,-1,40,13.9.24 08:53,,,,global_configs/np04/np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27086,"Beam run, Cherenkov and without CRT"
29172,dcasazza,,-1,40,13.9.24 18:09,,,,global_configs/np04/np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27089,beam run with Cherenkov and CRT trigger
29173,mrigan,,-1,40,14.9.24 11:51,,,,global_configs/np04/np04_TPC_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27092,"beam run with Cherenkov and CRT trigger, no PDS (they are doing tests)"
29186,dcasazza,,-1,40,14.9.24 13:34,,,,global_configs/np04/np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27105,"beam run with PDS, CRT Cherenkov"
29187,shuaixia,,-1,40,15.9.24 12:44,,,,global_configs/np04/np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27108,beam is on; running with crt
29188,mrigan,COSMICS,-,-,15.9.24 14:27,,COSMIC,,global_configs/np04/np04_TPC_PDS_CRT_TPGLowThr_ctb_onlyOffSpillCosmics_1Hz_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27112,"beam having issues, cosmic only for now"
29189,ggurung,,-1,40,15.9.24 15:02,,,,global_configs/np04/np04_TPC_PDS_CRT_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27113,new physics run starting after a short interuption in the beam line-- -1GeV beam and all systems included in config
29194,sbutchar,,-1,40,16.9.24 09:21,,,,global_configs/np04/np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27116,Beam run with no CRT
29195,sbutchar,,-1,40,16.9.24 10:11,,,,global_configs/np04/np04_TPC_PDS_TPGLowThr_ctbBeamCherenkov_ssh.json,https://pdsp-elog.app.cern.ch/elisa/display/27118,Restarting beam run with no CRT after rebooting daphnes
